,Soil,Month,State,Rice,Wheat,Cotton,Sugarcane,Tea,Ragi,Maize,Millet,Barley,
391,BK,February,UTP,0,0,0,1,0,0,0,1,0,S MI
392,BK,February,UKD,0,0,0,1,0,0,0,0,0,S MI
393,BK,March,APT,0,0,0,1,0,0,1,0,0,S M
394,BK,March,BHR,0,0,0,0,0,0,1,0,0,M
395,BK,March,HMP,0,0,0,0,0,0,1,0,0,M
396,BK,March,KTA,0,0,0,1,0,0,1,0,0,S M
397,BK,March,MDP,0,0,0,0,0,0,1,0,0,M
398,BK,March,MRA,0,0,0,1,0,0,1,0,0,S M
399,BK,March,ODA ,0,0,0,0,0,0,1,0,0,M
400,BK,March,PJB,0,0,0,0,0,0,1,0,0,M
401,BK,March,RJN,0,0,0,0,0,0,1,0,0,M
402,BK,March,TMN,0,0,0,1,0,0,1,0,0,S M
403,BK,March,UTP,0,0,0,1,0,0,1,0,0,S M
404,BK,March,JKD,0,0,0,0,0,0,1,0,0,M
405,BK,March,UKD,0,0,0,1,0,0,0,0,0,S
406,BK,April,APT,0,0,1,1,0,0,1,0,0,C S M
407,BK,April,BHR,0,0,0,0,0,0,1,0,0,M
408,BK,April,GJT,0,0,1,0,0,0,0,0,0,C
409,BK,April,HYA,0,0,1,0,0,0,0,0,0,C
410,BK,April,HMP,0,0,0,0,0,0,1,0,0,M
411,BK,April,KTA,0,0,1,1,0,0,1,0,0,C S M
412,BK,April,MDP,0,0,1,0,0,0,1,0,0,C M
413,BK,April,MRA,0,0,1,1,0,0,1,0,0,C S M
414,BK,April,ODA ,0,0,1,0,0,0,1,0,0,C M
415,BK,April,PJB,0,0,1,0,0,0,1,0,0,C M
416,BK,April,RJN,0,0,1,0,0,0,1,0,0,C M
417,BK,April,TMN,0,0,1,1,0,0,1,0,0,C S M
418,BK,April,UTP,0,0,0,1,0,0,1,0,0,S M
419,BK,April,JKD,0,0,0,0,0,0,1,0,0,M
420,BK,April,UKD,0,0,0,1,0,0,0,0,0,S
421,BK,May,APT,1,0,1,1,0,0,1,1,0,R C S M MI
422,BK,May,ASM,1,0,0,0,0,0,0,0,0,R
423,BK,May,BHR,1,0,0,0,0,0,1,0,0,R M
424,BK,May,GJT,1,0,1,0,0,0,0,1,0,R M MI
425,BK,May,HYA,1,0,1,0,0,0,0,1,0,R C
426,BK,May,HMP,1,0,0,0,0,0,1,0,0,R M
427,BK,May,KTA,1,0,1,1,0,0,1,1,0,R C S M MI
428,BK,May,KLA,1,0,0,0,0,0,0,0,0,R
429,BK,May,MDP,1,0,1,0,0,0,1,1,0,R C M MI
430,BK,May,MRA,1,0,1,1,0,0,1,1,0,R C S M MI
431,BK,May,ODA ,1,0,1,0,0,0,1,0,0,R C M
432,BK,May,PJB,1,0,1,0,0,0,1,0,0,R C M
433,BK,May,RJN,0,0,1,0,0,0,1,1,0,C M MI
434,BK,May,TMN,1,0,1,1,0,0,1,1,0,R C S M MI
435,BK,May,UTP,1,0,0,1,0,0,1,1,0,R S M MI
436,BK,May,WTB,1,0,0,0,0,0,0,0,0,R
437,BK,May,CTH,1,0,0,0,0,0,0,0,0,R
438,BK,May,JKD,1,0,0,0,0,0,1,0,0,R M
439,BK,May,UKD,1,0,0,1,0,0,0,0,0,R S 
440,BK,June,APT,1,0,1,1,0,0,1,1,0,R C S M MI
441,BK,June,ASM,1,0,0,0,0,0,0,0,0,R 
442,BK,June,BHR,1,0,0,0,0,0,1,0,0,R M
443,BK,June,GJT,1,0,1,0,0,0,0,1,0,R C M
444,BK,June,HYA,1,0,1,0,0,0,0,1,0,R C M
445,BK,June,HMP,1,0,0,0,0,0,1,0,0,R M
446,BK,June,KTA,1,0,1,1,0,0,1,1,0,R C S M MI
447,BK,June,KLA,1,0,0,0,0,0,0,0,0,R
448,BK,June,MDP,1,0,1,0,0,0,1,1,0,R C M MI
449,BK,June,MRA,1,0,1,1,0,0,1,1,0,R C S M MI
450,BK,June,ODA ,1,0,1,0,0,0,1,0,0,R C M
451,BK,June,PJB,1,0,1,0,0,0,1,0,0,R C M
452,BK,June,RJN,0,0,1,0,0,0,1,1,0,C M MI
453,BK,June,TMN,1,0,1,1,0,0,1,1,0,R C S M MI
454,BK,June,UTP,1,0,0,1,0,0,1,1,0,R S M MI
455,BK,June,WTB,1,0,0,0,0,0,0,0,0,R
456,BK,June,CTH,1,0,0,0,0,0,0,0,0,R
457,BK,June,JKD,1,0,0,0,0,0,1,0,0,R M
458,BK,June,UKD,1,0,0,1,0,0,0,0,0,R S
459,BK,July,APT,1,0,1,1,0,0,1,1,0,R C S M MI
460,BK,July,ASM,1,0,0,0,0,0,0,0,0,R
461,BK,July,BHR,1,0,0,0,0,0,1,0,0,R M
462,BK,July,GJT,1,0,1,0,0,0,0,1,0,R C MI
463,BK,July,HYA,1,0,1,0,0,0,0,1,0,R C MI
464,BK,July,HMP,1,0,0,0,0,0,1,0,0,R M
465,BK,July,KTA,1,0,1,1,0,0,1,1,0,R C S M MI
466,BK,July,KLA,1,0,0,0,0,0,0,0,0,R
467,BK,July,MDP,1,0,1,0,0,0,1,1,0,R C M MI
468,BK,July,MRA,1,0,1,1,0,0,1,1,0,R C S M MI
469,BK,July,ODA ,1,0,1,0,0,0,1,0,0,R C M
470,BK,July,PJB,1,0,1,0,0,0,1,0,0,R C M
471,BK,July,RJN,0,0,1,0,0,0,1,1,0,C M MI
472,BK,July,TMN,1,0,1,1,0,0,1,1,0,R C S M MI
473,BK,July,UTP,1,0,0,1,0,0,1,1,0,R S M MI
474,BK,July,WTB,1,0,0,0,0,0,0,0,0,R
475,BK,July,CTH,1,0,0,0,0,0,0,0,0,R
476,BK,July,JKD,1,0,0,0,0,0,1,0,0,R M
477,BK,July,UKD,1,0,0,1,0,0,0,0,0,R S
478,BK,August,APT,1,0,1,1,0,0,0,1,0,R C S M MI
479,BK,August,ASM,1,0,0,0,0,0,0,0,0,R 
480,BK,August,BHR,1,0,0,0,0,0,0,0,0,R
481,BK,August,GJT,1,0,1,0,0,0,0,1,0,R C MI
482,BK,August,HYA,1,0,1,0,0,0,0,1,0,R C MI
483,BK,August,HMP,1,0,0,0,0,0,0,0,0,R
484,BK,August,KTA,1,0,1,1,0,0,0,1,0,R C S MI
485,BK,August,KLA,1,0,0,0,0,0,0,0,0,R 
486,BK,August,MDP,1,0,1,0,0,0,0,1,0,R C
487,BK,August,MRA,1,0,1,1,0,0,0,1,0,MI
488,BK,August,ODA ,1,0,1,0,0,0,0,0,0,R C 
489,BK,August,PJB,1,0,1,0,0,0,0,0,0,R C 
490,BK,August,RJN,0,0,1,0,0,0,0,1,0,C MI
491,BK,August,TMN,1,0,1,1,0,0,0,1,0,R C S MI
492,BK,August,UTP,1,0,0,1,0,0,0,1,0,R S L
493,BK,August,WTB,1,0,0,0,0,0,0,0,0,
494,BK,August,CTH,1,0,0,0,0,0,0,0,0,
495,BK,August,JKD,1,0,0,0,0,0,0,0,0,
496,BK,August,UKD,1,0,0,1,0,0,0,0,0,
497,BK,September,APT,1,0,0,0,0,1,0,0,0,
498,BK,September,ASM,1,0,0,0,0,0,0,0,0,
499,BK,September,BHR,1,0,0,0,0,0,0,0,0,
500,BK,September,GJT,1,0,0,0,0,0,0,0,0,
501,BK,September,HYA,1,0,0,0,0,0,0,0,0,
502,BK,September,HMP,1,0,0,0,0,0,0,0,0,
503,BK,September,KTA,1,0,0,0,0,1,0,0,0,
504,BK,September,KLA,1,0,0,0,0,0,0,0,0,
505,BK,September,MDP,1,0,0,0,0,0,0,0,0,
506,BK,September,MRA,1,0,0,0,0,1,0,0,0,
507,BK,September,ODA ,1,0,0,0,0,1,0,0,0,
508,BK,September,PJB,1,0,0,0,0,0,0,0,0,
509,BK,September,RJN,0,0,0,0,0,1,0,0,0,
510,BK,September,TMN,1,0,0,0,0,1,0,0,0,
511,BK,September,UTP,1,0,0,0,0,0,0,0,0,
512,BK,September,WTB,1,0,0,0,0,0,0,0,0,
513,BK,September,CTH,1,0,0,0,0,0,0,0,0,
514,BK,September,JKD,1,0,0,0,0,0,0,0,0,
515,BK,September,UKD,1,0,0,0,0,1,0,0,0,
516,BK,October,APT,0,0,0,0,0,1,0,0,0,
517,BK,October,BHR,0,1,0,0,0,0,0,0,0,
518,BK,October,GJT,0,1,0,0,0,0,0,0,0,
519,BK,October,HYA,0,1,0,0,0,0,0,0,0,
520,BK,October,HMP,0,1,0,0,0,0,0,0,0,
521,BK,October,KTA,0,0,0,0,0,1,0,0,0,
522,BK,October,MDP,0,1,0,0,0,0,0,0,0,
523,BK,October,MRA,0,0,0,0,0,1,0,0,0,
524,BK,October,ODA ,0,0,0,0,0,1,0,0,0,
525,BK,October,PJB,0,1,0,0,0,0,0,0,0,
526,BK,October,RJN,0,1,0,0,0,1,0,0,0,
527,BK,October,TMN,0,0,0,0,0,1,0,0,0,
528,BK,October,UTP,0,1,0,0,0,0,0,0,0,
529,BK,October,WTB,0,1,0,0,0,0,0,0,0,
530,BK,October,JKD,0,1,0,0,0,0,0,0,0,
531,BK,October,UKD,0,1,0,0,0,1,0,0,0,
532,BK,November,APT,0,0,0,0,0,1,0,0,0,
533,BK,November,BHR,0,1,0,0,0,0,0,0,0,
534,BK,November,GJT,0,1,0,0,0,0,0,0,0,
535,BK,November,HYA,0,1,0,0,0,0,0,0,0,
536,BK,November,HMP,0,1,0,0,0,0,0,0,0,
537,BK,November,KTA,0,0,0,0,0,1,0,0,0,
538,BK,November,MDP,0,1,0,0,0,0,0,0,0,
539,BK,November,MRA,0,0,0,0,0,1,0,0,0,
540,BK,November,ODA ,0,0,0,0,0,1,0,0,0,
541,BK,November,PJB,0,1,0,0,0,0,0,0,0,
542,BK,November,RJN,0,1,0,0,0,1,0,0,0,
543,BK,November,TMN,0,0,0,0,0,1,0,0,0,
544,BK,November,UTP,0,1,0,0,0,0,0,0,0,
545,BK,November,WTB,0,1,0,0,0,0,0,0,0,
546,BK,November,JKD,0,1,0,0,0,0,0,0,0,
547,BK,November,UKD,0,1,0,0,0,1,0,0,0,
548,BK,December,APT,1,0,0,0,0,1,0,0,0,
549,BK,December,ASM,1,0,0,0,0,0,0,0,0,
550,BK,December,BHR,1,1,0,0,0,0,0,0,0,
551,BK,December,GJT,1,1,0,0,0,0,0,0,0,
552,BK,December,HYA,1,1,0,0,0,0,0,0,0,
553,BK,December,HMP,1,1,0,0,0,0,0,0,0,
554,BK,December,KTA,1,0,0,0,0,1,0,0,0,
555,BK,December,KLA,1,0,0,0,0,0,0,0,0,
556,BK,December,MDP,1,1,0,0,0,0,0,0,0,
557,BK,December,MRA,1,0,0,0,0,1,0,0,0,
558,BK,December,ODA ,1,0,0,0,0,1,0,0,0,
559,BK,December,PJB,1,1,0,0,0,0,0,0,0,
560,BK,December,RJN,0,1,0,0,0,1,0,0,0,
561,BK,December,TMN,1,0,0,0,0,1,0,0,0,
562,BK,December,UTP,1,1,0,0,0,0,0,0,0,
563,BK,December,WTB,1,1,0,0,0,0,0,0,0,
564,BK,December,CTH,1,0,0,0,0,0,0,0,0,
565,BK,December,JKD,1,1,0,0,0,0,0,0,0,
566,BK,December,UKD,1,1,0,0,0,1,0,0,0,
567,MN,January,ASM,0,0,0,0,1,0,0,0,0,
568,MN,January,BHR,0,0,0,0,1,0,0,0,0,
569,MN,January,HMP,0,0,0,0,1,0,0,0,0,
570,MN,January,KTA,0,0,0,0,1,0,0,0,0,
571,MN,January,KLA,0,0,0,0,1,0,0,0,0,
572,MN,January,ODA ,0,0,0,0,1,0,0,0,0,
573,MN,January,TMN,0,0,0,0,1,0,0,0,0,
574,MN,January,WTB,0,0,0,0,1,0,0,0,0,
575,MN,January,UKD,0,0,0,0,1,0,0,0,0,
576,MN,February,ASM,0,0,0,0,1,0,0,0,0,
577,MN,February,BHR,0,0,0,0,1,0,0,0,0,
578,MN,February,HMP,0,0,0,0,1,0,0,0,0,
579,MN,February,KTA,0,0,0,0,1,0,0,0,0,
580,MN,February,KLA,0,0,0,0,1,0,0,0,0,
581,MN,February,ODA ,0,0,0,0,1,0,0,0,0,
582,MN,February,TMN,0,0,0,0,1,0,0,0,0,
583,MN,February,WTB,0,0,0,0,1,0,0,0,0,
584,MN,February,UKD,0,0,0,0,1,0,0,0,0,
585,MN,March,ASM,0,0,0,0,1,0,0,0,0,
586,MN,March,BHR,0,0,0,0,1,0,0,0,0,
587,MN,March,HMP,0,0,0,0,1,0,0,0,0,
588,MN,March,KTA,0,0,0,0,1,0,0,0,0,
589,MN,March,KLA,0,0,0,0,1,0,0,0,0,
590,MN,March,ODA ,0,0,0,0,1,0,0,0,0,
591,MN,March,TMN,0,0,0,0,1,0,0,0,0,
592,MN,March,WTB,0,0,0,0,1,0,0,0,0,
593,MN,March,UKD,0,0,0,0,1,0,0,0,0,
594,MN,April,ASM,0,0,0,0,1,0,0,0,0,
595,MN,April,BHR,0,0,0,0,1,0,0,0,0,
596,MN,April,HMP,0,0,0,0,1,0,0,0,0,
597,MN,April,KTA,0,0,0,0,1,0,0,0,0,
598,MN,April,KLA,0,0,0,0,1,0,0,0,0,
599,MN,April,ODA ,0,0,0,0,1,0,0,0,0,
600,MN,April,TMN,0,0,0,0,1,0,0,0,0,
601,MN,April,WTB,0,0,0,0,1,0,0,0,0,
602,MN,April,UKD,0,0,0,0,1,0,0,0,0,
603,MN,May,ASM,0,0,0,0,1,0,0,0,0,
604,MN,May,BHR,0,0,0,0,1,0,0,0,0,
605,MN,May,HMP,0,0,0,0,1,0,0,0,0,
606,MN,May,KTA,0,0,0,0,1,0,0,0,0,
607,MN,May,KLA,0,0,0,0,1,0,0,0,0,
608,MN,May,ODA ,0,0,0,0,1,0,0,0,0,
609,MN,May,TMN,0,0,0,0,1,0,0,0,0,
610,MN,May,WTB,0,0,0,0,1,0,0,0,0,
611,MN,May,UKD,0,0,0,0,1,0,0,0,0,
612,MN,June,APT,0,0,0,0,0,0,0,0,0,
613,MN,June,KTA,0,0,0,0,0,0,0,0,0,
614,MN,June,KLA,0,0,0,0,0,0,0,0,0,
615,MN,June,TMN,0,0,0,0,0,0,0,0,0,
616,MN,July,APT,0,0,0,0,0,0,0,0,0,
617,MN,July,KTA,0,0,0,0,0,0,0,0,0,
618,MN,July,KLA,0,0,0,0,0,0,0,0,0,
619,MN,July,TMN,0,0,0,0,0,0,0,0,0,
620,MN,August,APT,0,0,0,0,0,0,0,0,0,
621,MN,August,KTA,0,0,0,0,0,0,0,0,0,
622,MN,August,KLA,0,0,0,0,0,0,0,0,0,
623,MN,August,TMN,0,0,0,0,0,0,0,0,0,
624,MN,September,APT,0,0,0,0,0,0,0,0,0,
625,MN,September,KTA,0,0,0,0,0,0,0,0,0,
626,MN,September,KLA,0,0,0,0,0,0,0,0,0,
627,MN,September,TMN,0,0,0,0,0,0,0,0,0,
628,MN,October,APT,0,0,0,0,0,0,0,0,0,
629,MN,October,KTA,0,0,0,0,0,0,0,0,0,
630,MN,October,KLA,0,0,0,0,0,0,0,0,0,
631,MN,October,TMN,0,0,0,0,0,0,0,0,0,
632,MN,November,APT,0,0,0,0,0,0,0,0,0,
633,MN,November,KTA,0,0,0,0,0,0,0,0,0,
634,MN,November,KLA,0,0,0,0,0,0,0,0,0,
635,MN,November,TMN,0,0,0,0,0,0,0,0,0,
636,MN,December,APT,0,0,0,0,0,0,0,0,0,
637,MN,December,KTA,0,0,0,0,0,0,0,0,0,
638,MN,December,KLA,0,0,0,0,0,0,0,0,0,
639,MN,December,TMN,0,0,0,0,0,0,0,0,0,
640,LT,January,ASM,0,0,0,0,1,0,0,0,0,
641,LT,January,BHR,0,0,0,0,1,0,0,0,0,
642,LT,January,HMP,0,0,0,0,1,0,0,0,0,
643,LT,January,KTA,0,0,0,0,1,0,0,0,0,
644,LT,January,KLA,0,0,0,0,1,0,0,0,0,
645,LT,January,ODA ,0,0,0,0,1,0,0,0,0,
646,LT,January,TMN,0,0,0,0,1,0,0,0,0,
647,LT,January,WTB,0,0,0,0,1,0,0,0,0,
648,LT,January,UKD,0,0,0,0,1,0,0,0,0,
649,LT,February,APT,0,0,0,0,0,0,0,0,0,
650,LT,February,ASM,0,0,0,0,1,0,0,0,0,
651,LT,February,BHR,0,0,0,0,1,0,0,0,0,
652,LT,February,HMP,0,0,0,0,1,0,0,0,0,
653,LT,February,KTA,0,0,0,0,1,0,0,0,0,
654,LT,February,KLA,0,0,0,0,1,0,0,0,0,
655,LT,February,MRA,0,0,0,0,0,0,0,0,0,
656,LT,February,ODA ,0,0,0,0,1,0,0,0,0,
657,LT,February,TMN,0,0,0,0,1,0,0,0,0,
658,LT,February,WTB,0,0,0,0,1,0,0,0,0,
659,LT,February,UKD,0,0,0,0,1,0,0,0,0,
660,LT,March,APT,0,0,0,0,0,0,0,0,0,
661,LT,March,ASM,0,0,0,0,1,0,0,0,0,
662,LT,March,BHR,0,0,0,0,1,0,0,0,0,
663,LT,March,HMP,0,0,0,0,1,0,0,0,0,
664,LT,March,KTA,0,0,0,0,1,0,0,0,0,
665,LT,March,KLA,0,0,0,0,1,0,0,0,0,
666,LT,March,MRA,0,0,0,0,0,0,0,0,0,
667,LT,March,ODA ,0,0,0,0,1,0,0,0,0,
668,LT,March,TMN,0,0,0,0,1,0,0,0,0,
669,LT,March,WTB,0,0,0,0,1,0,0,0,0,
670,LT,March,UKD,0,0,0,0,1,0,0,0,0,
671,LT,April,ASM,0,0,0,0,1,0,0,0,0,
672,LT,April,BHR,0,0,0,0,1,0,0,0,0,
673,LT,April,HMP,0,0,0,0,1,0,0,0,0,
674,LT,April,KTA,0,0,0,0,1,0,0,0,0,
675,LT,April,KLA,0,0,0,0,1,0,0,0,0,
676,LT,April,ODA ,0,0,0,0,1,0,0,0,0,
677,LT,April,TMN,0,0,0,0,1,0,0,0,0,
678,LT,April,WTB,0,0,0,0,1,0,0,0,0,
679,LT,April,UKD,0,0,0,0,1,0,0,0,0,
680,LT,May,ASM,0,0,0,0,1,0,0,0,0,
681,LT,May,BHR,0,0,0,0,1,0,0,0,0,
682,LT,May,HMP,0,0,0,0,1,0,0,0,0,
683,LT,May,KTA,0,0,0,0,1,0,0,0,0,
684,LT,May,KLA,0,0,0,0,1,0,0,0,0,
685,LT,May,ODA ,0,0,0,0,1,0,0,0,0,
686,LT,May,TMN,0,0,0,0,1,0,0,0,0,
687,LT,May,WTB,0,0,0,0,1,0,0,0,0,
688,LT,May,UKD,0,0,0,0,1,0,0,0,0,
689,LT,June,APT,0,0,0,0,0,0,0,0,0,
690,LT,June,KTA,0,0,0,0,0,0,0,0,0,
691,LT,June,KLA,0,0,0,0,0,0,0,0,0,
692,LT,June,TMN,0,0,0,0,0,0,0,0,0,
693,LT,July,APT,0,0,0,0,0,0,0,0,0,
694,LT,July,KTA,0,0,0,0,0,0,0,0,0,
695,LT,July,KLA,0,0,0,0,0,0,0,0,0,
696,LT,July,TMN,0,0,0,0,0,0,0,0,0,
697,LT,August,APT,0,0,0,0,0,0,0,0,0,
698,LT,August,KTA,0,0,0,0,0,0,0,0,0,
699,LT,August,KLA,0,0,0,0,0,0,0,0,0,
700,LT,August,TMN,0,0,0,0,0,0,0,0,0,
701,LT,September,APT,0,0,0,0,0,0,0,0,0,
702,LT,September,KTA,0,0,0,0,0,0,0,0,0,
703,LT,September,KLA,0,0,0,0,0,0,0,0,0,
704,LT,September,TMN,0,0,0,0,0,0,0,0,0,
705,LT,October,APT,0,0,0,0,0,0,0,0,0,
706,LT,October,KTA,0,0,0,0,0,0,0,0,0,
707,LT,October,KLA,0,0,0,0,0,0,0,0,0,
708,LT,October,TMN,0,0,0,0,0,0,0,0,0,
709,LT,November,APT,0,0,0,0,0,0,0,0,0,
710,LT,November,KTA,0,0,0,0,0,0,0,0,0,
711,LT,November,KLA,0,0,0,0,0,0,0,0,0,
712,LT,November,TMN,0,0,0,0,0,0,0,0,0,
713,LT,December,APT,0,0,0,0,0,0,0,0,0,
714,LT,December,KTA,0,0,0,0,0,0,0,0,0,
715,LT,December,KLA,0,0,0,0,0,0,0,0,0,
716,LT,December,TMN,0,0,0,0,0,0,0,0,0,
717,DT,January,APT,0,0,0,0,0,0,0,1,0,
718,DT,January,GJT,0,0,0,0,0,0,0,1,0,
719,DT,January,HYA,0,0,0,0,0,0,0,1,0,
720,DT,January,KTA,0,0,0,0,0,0,0,1,0,
721,DT,January,MDP,0,0,0,0,0,0,0,1,0,
722,DT,January,MRA,0,0,0,0,0,0,0,1,0,
723,DT,January,RJN,0,0,0,0,0,0,0,1,0,
724,DT,January,TMN,0,0,0,0,0,0,0,1,0,
725,DT,January,UTP,0,0,0,0,0,0,0,1,0,
726,DT,February,APT,0,0,0,0,0,0,0,1,0,
727,DT,February,GJT,0,0,0,0,0,0,0,1,0,
728,DT,February,HYA,0,0,0,0,0,0,0,1,0,
729,DT,February,KTA,0,0,0,0,0,0,0,1,0,
730,DT,February,MDP,0,0,0,0,0,0,0,1,0,
731,DT,February,MRA,0,0,0,0,0,0,0,1,0,
732,DT,February,RJN,0,0,0,0,0,0,0,1,0,
733,DT,February,TMN,0,0,0,0,0,0,0,1,0,
734,DT,February,UTP,0,0,0,0,0,0,0,1,0,
735,DT,May,APT,0,0,0,0,0,0,0,1,0,
736,DT,May,GJT,0,0,0,0,0,0,0,1,0,
737,DT,May,HYA,0,0,0,0,0,0,0,1,0,
738,DT,May,KTA,0,0,0,0,0,0,0,1,0,
739,DT,May,MDP,0,0,0,0,0,0,0,1,0,
740,DT,May,MRA,0,0,0,0,0,0,0,1,0,
741,DT,May,RJN,0,0,0,0,0,0,0,1,0,
742,DT,May,TMN,0,0,0,0,0,0,0,1,0,
743,DT,May,UTP,0,0,0,0,0,0,0,1,0,
744,DT,June,APT,0,0,0,0,0,0,0,1,0,
745,DT,June,GJT,0,0,0,0,0,0,0,1,0,
746,DT,June,HYA,0,0,0,0,0,0,0,1,0,
747,DT,June,KTA,0,0,0,0,0,0,0,1,0,
748,DT,June,MDP,0,0,0,0,0,0,0,1,0,
749,DT,June,MRA,0,0,0,0,0,0,0,1,0,
750,DT,June,RJN,0,0,0,0,0,0,0,1,0,
751,DT,June,TMN,0,0,0,0,0,0,0,1,0,
752,DT,June,UTP,0,0,0,0,0,0,0,1,0,
753,DT,July,APT,0,0,0,0,0,0,0,1,0,
754,DT,July,GJT,0,0,0,0,0,0,0,1,0,
755,DT,July,HYA,0,0,0,0,0,0,0,1,0,
756,DT,July,KTA,0,0,0,0,0,0,0,1,0,
757,DT,July,MDP,0,0,0,0,0,0,0,1,0,
758,DT,July,MRA,0,0,0,0,0,0,0,1,0,
759,DT,July,RJN,0,0,0,0,0,0,0,1,0,
760,DT,July,TMN,0,0,0,0,0,0,0,1,0,
761,DT,July,UTP,0,0,0,0,0,0,0,1,0,
762,DT,August,APT,0,0,0,0,0,0,0,1,0,
763,DT,August,GJT,0,0,0,0,0,0,0,1,0,
764,DT,August,HYA,0,0,0,0,0,0,0,1,0,
765,DT,August,KTA,0,0,0,0,0,0,0,1,0,
766,DT,August,MDP,0,0,0,0,0,0,0,1,0,
767,DT,August,MRA,0,0,0,0,0,0,0,1,0,
768,DT,August,RJN,0,0,0,0,0,0,0,1,0,
769,DT,August,TMN,0,0,0,0,0,0,0,1,0,
770,DT,August,UTP,0,0,0,0,0,0,0,1,0,
771,DT,September,BHR,0,0,0,0,0,0,0,0,1,
772,DT,September,HYA,0,0,0,0,0,0,0,0,1,
773,DT,September,HMP,0,0,0,0,0,0,0,0,1,
774,DT,September,MDP,0,0,0,0,0,0,0,0,1,
775,DT,September,PJB,0,0,0,0,0,0,0,0,1,
776,DT,September,RJN,0,0,0,0,0,0,0,0,1,
777,DT,September,UTP,0,0,0,0,0,0,0,0,1,
778,DT,September,UKD,0,0,0,0,0,0,0,0,1,
779,DT,October,BHR,0,0,0,0,0,0,0,0,1,
780,DT,October,HYA,0,0,0,0,0,0,0,0,1,
781,DT,October,HMP,0,0,0,0,0,0,0,0,1,
782,DT,October,MDP,0,0,0,0,0,0,0,0,1,
783,DT,October,PJB,0,0,0,0,0,0,0,0,1,
784,DT,October,RJN,0,0,0,0,0,0,0,0,1,
785,DT,October,UTP,0,0,0,0,0,0,0,0,1,
786,DT,October,UKD,0,0,0,0,0,0,0,0,1,
787,DT,November,BHR,0,0,0,0,0,0,0,0,1,
788,DT,November,HYA,0,0,0,0,0,0,0,0,1,
789,DT,November,HMP,0,0,0,0,0,0,0,0,1,
790,DT,November,MDP,0,0,0,0,0,0,0,0,1,
791,DT,November,PJB,0,0,0,0,0,0,0,0,1,
792,DT,November,RJN,0,0,0,0,0,0,0,0,1,
793,DT,November,UTP,0,0,0,0,0,0,0,0,1,
794,DT,November,UKD,0,0,0,0,0,0,0,0,1,
